CLONEID	ACC	LLID	PHASE	NAME	Annotation	Name_Annot
IMAGE:436153	AA703249	55608	G1/S	FLJ20093 hypothetical protein FLJ20093 Hs.172572		G1/S FLJ20093 hypothetical protein FLJ20093 Hs.172572 AA703249 
IMAGE:308446	W24963	54819	M/G1	FLJ20094 hypothetical protein FLJ20094 Hs.29700		M/G1 FLJ20094 hypothetical protein FLJ20094 Hs.29700 W24963 
IMAGE:235179	H78675	56257	G2	FLJ20257 hypothetical protein FLJ20257 Hs.178011		G2 FLJ20257 hypothetical protein FLJ20257 Hs.178011 H78675 
IMAGE:296797	N74086	54876	S phase	FLJ20280 hypothetical protein FLJ20280 Hs.270134		S phase FLJ20280 hypothetical protein FLJ20280 Hs.270134 N74086 
IMAGE:590253	AA147792	55632	G2/M	FLJ20333 hypothetical protein FLJ20333 Hs.79828		G2/M FLJ20333 hypothetical protein FLJ20333 Hs.79828 AA147792 
IMAGE:234045	H66982	55632	G2/M	FLJ20333 hypothetical protein FLJ20333 Hs.79828		G2/M FLJ20333 hypothetical protein FLJ20333 Hs.79828 H66982 
IMAGE:134482	R27647	55632	G2/M	FLJ20333 hypothetical protein FLJ20333 Hs.79828		G2/M FLJ20333 hypothetical protein FLJ20333 Hs.79828 R27647 
IMAGE:70030	T48761	55632	G2	FLJ20333 hypothetical protein FLJ20333 Hs.79828		G2 FLJ20333 hypothetical protein FLJ20333 Hs.79828 T48761 
IMAGE:645565	AA204830		G2/M	FLJ20354 **hypothetical protein FLJ20354 Hs.133260		G2/M FLJ20354 **hypothetical protein FLJ20354 Hs.133260 AA204830 
IMAGE:882355	AA676296	54908	G2/M	FLJ20364 hypothetical protein FLJ20364 Hs.32471		G2/M FLJ20364 hypothetical protein FLJ20364 Hs.32471 AA676296 
IMAGE:767163	AA424663	55646	M/G1	FLJ20425 hypothetical protein FLJ20425 Hs.71040		M/G1 FLJ20425 hypothetical protein FLJ20425 Hs.71040 AA424663 
IMAGE:246808	N53214	55655	G2	FLJ20510 hypothetical protein FLJ20510 Hs.6844		G2 FLJ20510 hypothetical protein FLJ20510 Hs.6844 N53214 
IMAGE:549572	AA122393	54962	G1/S	FLJ20516 hypothetical protein FLJ20516 Hs.70811		G1/S FLJ20516 hypothetical protein FLJ20516 Hs.70811 AA122393 
IMAGE:773345	AA425442		G1/S	FLJ20530 **hypothetical protein FLJ20530 Hs.279521		G1/S FLJ20530 **hypothetical protein FLJ20530 Hs.279521 AA425442 
IMAGE:137242	R36152	54972	G2	FLJ20539 hypothetical protein FLJ20539 Hs.118552		G2 FLJ20539 hypothetical protein FLJ20539 Hs.118552 R36152 
IMAGE:810661	AA463982	55658	G2/M	FLJ20552 hypothetical protein FLJ20552 Hs.69554		G2/M FLJ20552 hypothetical protein FLJ20552 Hs.69554 AA463982 
IMAGE:784016	AA443698	55003	M/G1	FLJ20624 hypothetical protein FLJ20624 Hs.52256		M/G1 FLJ20624 hypothetical protein FLJ20624 Hs.52256 AA443698 
IMAGE:810981	AA459420	55020	G2	FLJ20699 hypothetical protein FLJ20699 Hs.15125		G2 FLJ20699 hypothetical protein FLJ20699 Hs.15125 AA459420 
IMAGE:50238	H16996	55048	M/G1	FLJ20847 hypothetical protein FLJ20847 Hs.13479		M/G1 FLJ20847 hypothetical protein FLJ20847 Hs.13479 H16996 
IMAGE:758332	AA401234	79801	G2/M	FLJ22009 hypothetical protein FLJ22009 Hs.123253		G2/M FLJ22009 hypothetical protein FLJ22009 Hs.123253 AA401234 
IMAGE:197512	H52062	64224	G2/M	FLJ22313 hypothetical protein FLJ22313 Hs.30211		G2/M FLJ22313 hypothetical protein FLJ22313 Hs.30211 H52062 
IMAGE:1859573	AI199155	64773	G2	FLJ22376 hypothetical protein FLJ22376 Hs.29341		G2 FLJ22376 hypothetical protein FLJ22376 Hs.29341 AI199155 
IMAGE:501778	AA127879	79768	G2	FLJ22557 hypothetical protein FLJ22557 Hs.106101		G2 FLJ22557 hypothetical protein FLJ22557 Hs.106101 AA127879 
IMAGE:149743	R82741	79768	G2	FLJ22557 hypothetical protein FLJ22557 Hs.106101		G2 FLJ22557 hypothetical protein FLJ22557 Hs.106101 R82741 
IMAGE:461465	AA705035	63899	S phase	FLJ22609 hypothetical protein FLJ22609 Hs.18740		S phase FLJ22609 hypothetical protein FLJ22609 Hs.18740 AA705035 
IMAGE:824753	AA489007	79866	G2	FLJ22624 hypothetical protein FLJ22624 Hs.179566		G2 FLJ22624 hypothetical protein FLJ22624 Hs.179566 AA489007 
IMAGE:325150	W48559	79830	G2/M	FLJ23151 hypothetical protein FLJ23151 Hs.137260		G2/M FLJ23151 hypothetical protein FLJ23151 Hs.137260 W48559 
IMAGE:196569	R91639		G2	FLJ23293 **likely ortholog of mouse ADP-ribosylation-like factor 6 interacting protein 2 Hs.27099		G2 FLJ23293 **likely ortholog of mouse ADP-ribosylation-like factor 6 interacting protein 2 Hs.27099 R91639 
IMAGE:743987	AA629027	64225	G2	FLJ23293 likely ortholog of mouse ADP-ribosylation-like factor 6 interacting protein 2 Hs.27099		G2 FLJ23293 likely ortholog of mouse ADP-ribosylation-like factor 6 interacting protein 2 Hs.27099 AA629027 
IMAGE:220395	H87246	64225	G2	FLJ23293 likely ortholog of mouse ADP-ribosylation-like factor 6 interacting protein 2 Hs.27099		G2 FLJ23293 likely ortholog of mouse ADP-ribosylation-like factor 6 interacting protein 2 Hs.27099 H87246 
IMAGE:297178	W03979	79733	S phase	FLJ23311 hypothetical protein FLJ23311 Hs.94292		S phase FLJ23311 hypothetical protein FLJ23311 Hs.94292 W03979 
IMAGE:814769	AA455328	79682	S phase	FLJ23468 hypothetical protein FLJ23468 Hs.38178		S phase FLJ23468 hypothetical protein FLJ23468 Hs.38178 AA455328 
IMAGE:795746	AA460299	79682	S phase	FLJ23468 hypothetical protein FLJ23468 Hs.38178		S phase FLJ23468 hypothetical protein FLJ23468 Hs.38178 AA460299 
IMAGE:221092	H91734		G2	"GABPB2 **GA-binding protein transcription factor, beta subunit 2 (47kD) Hs.278238"		"G2 GABPB2 **GA-binding protein transcription factor, beta subunit 2 (47kD) Hs.278238 H91734 "
IMAGE:1582149	AA971073	84057	G2	GAJ GAJ protein Hs.294088		G2 GAJ GAJ protein Hs.294088 AA971073 
IMAGE:785897	AA449637	51512	G2/M	GTSE1 G-2 and S-phase expressed 1 Hs.122552		G2/M GTSE1 G-2 and S-phase expressed 1 Hs.122552 AA449637 
IMAGE:2019372	AI369284	51512	G2/M	GTSE1 G-2 and S-phase expressed 1 Hs.122552		G2/M GTSE1 G-2 and S-phase expressed 1 Hs.122552 AI369284 
IMAGE:359191	AA010110	26353	S phase	H11 protein kinase H11; small stress protein-like protein HSP22 Hs.111676		S phase H11 protein kinase H11; small stress protein-like protein HSP22 Hs.111676 AA010110 
IMAGE:205049	H57494	26353	G1/S	H11 protein kinase H11; small stress protein-like protein HSP22 Hs.111676		G1/S H11 protein kinase H11; small stress protein-like protein HSP22 Hs.111676 H57494 
IMAGE:205445	H59954	3005	S phase	"H1F0 H1 histone family, member 0 Hs.226117"		"S phase H1F0 H1 histone family, member 0 Hs.226117 H59954 "
IMAGE:283919	N50797	8334	*S phase	"H2AFL H2A histone family, member L Hs.28777"		"*S phase H2AFL H2A histone family, member L Hs.28777 N50797 "
IMAGE:1687138	AI095013	8336	*S phase	"H2AFN H2A histone family, member N Hs.134999"		"*S phase H2AFN H2A histone family, member N Hs.134999 AI095013 "
IMAGE:256664	H95392	3014	G2	"H2AFX H2A histone family, member X Hs.147097"		"G2 H2AFX H2A histone family, member X Hs.147097 H95392 "
IMAGE:214006	H70774	8347	*S phase	"H2BFL H2B histone family, member L Hs.239884"		"*S phase H2BFL H2B histone family, member L Hs.239884 H70774 "
IMAGE:813149	AA456695	8349	M/G1	"H2BFQ H2B histone family, member Q Hs.2178"		"M/G1 H2BFQ H2B histone family, member Q Hs.2178 AA456695 "
IMAGE:594693	AA165312	3022	*S phase	"H4F2 H4 histone, family 2 Hs.55468"		"*S phase H4F2 H4 histone, family 2 Hs.55468 AA165312 "
IMAGE:1461138	AA868008	8364	S phase	"H4FG H4 histone family, member G Hs.46423"		"S phase H4FG H4 histone family, member G Hs.46423 AA868008 "
IMAGE:447715	AA702781	8365	*S phase	"H4FH H4 histone family, member H Hs.93758"		"*S phase H4FH H4 histone family, member H Hs.93758 AA702781 "
IMAGE:1842170	AI218900	8366	S phase	"H4FI H4 histone family, member I Hs.143080"		"S phase H4FI H4 histone family, member I Hs.143080 AI218900 "
IMAGE:1842604	AI221390	8367	*S phase	"H4FJ H4 histone family, member J Hs.240135"		"*S phase H4FJ H4 histone family, member J Hs.240135 AI221390 "
IMAGE:838662	AA457232	29115	S phase	HCNGP transcriptional regulator protein Hs.27299		S phase HCNGP transcriptional regulator protein Hs.27299 AA457232 
IMAGE:290240	N92184	51574	M/G1	HDCMA18P HDCMA18P protein Hs.278635		M/G1 HDCMA18P HDCMA18P protein Hs.278635 N92184 
IMAGE:1055762	AA628231	3070	S phase	"HELLS helicase, lymphoid-specific Hs.203963"		"S phase HELLS helicase, lymphoid-specific Hs.203963 AA628231 "
IMAGE:308633	N95450	3070	S phase	"HELLS helicase, lymphoid-specific Hs.203963"		"S phase HELLS helicase, lymphoid-specific Hs.203963 N95450 "
IMAGE:447509	AA702254	3111	M/G1	"HLA-DNA major histocompatibility complex, class II, DN alpha Hs.11135"		"M/G1 HLA-DNA major histocompatibility complex, class II, DN alpha Hs.11135 AA702254 "
IMAGE:153411	R48091	3122	G2	"HLA-DRA major histocompatibility complex, class II, DR alpha Hs.76807"		"G2 HLA-DRA major histocompatibility complex, class II, DR alpha Hs.76807 R48091 "
IMAGE:363103	AA019203	3148	G2	HMG2 high-mobility group (nonhistone chromosomal) protein 2 Hs.80684		G2 HMG2 high-mobility group (nonhistone chromosomal) protein 2 Hs.80684 AA019203 
IMAGE:204111	H61884	80273	M/G1	HMGE GrpE-like protein cochaperone Hs.151903		M/G1 HMGE GrpE-like protein cochaperone Hs.151903 H61884 
IMAGE:610362	AA171715		G2/M	HMMR **hyaluronan-mediated motility receptor (RHAMM) Hs.72550		G2/M HMMR **hyaluronan-mediated motility receptor (RHAMM) Hs.72550 AA171715 
IMAGE:795803	AA460509	51155	G2/M	HN1 hematological and neurological expressed 1 Hs.109706		G2/M HN1 hematological and neurological expressed 1 Hs.109706 AA460509 
IMAGE:471568	AA035429	51155	G2	HN1 hematological and neurological expressed 1 Hs.109706		G2 HN1 hematological and neurological expressed 1 Hs.109706 AA035429 
IMAGE:1534155	AA918749	3214	G1/S	HOXB4 homeo box B4 Hs.126666		G1/S HOXB4 homeo box B4 Hs.126666 AA918749 
IMAGE:264127	N28983	50809	G2/M	HP1-BP74 HP1-BP74 Hs.142442		G2/M HP1-BP74 HP1-BP74 Hs.142442 N28983 
IMAGE:898084	AA598791	50809	G2	HP1-BP74 HP1-BP74 Hs.142442		G2 HP1-BP74 HP1-BP74 Hs.142442 AA598791 
IMAGE:233365	H79795	50809	G2	HP1-BP74 HP1-BP74 Hs.142442		G2 HP1-BP74 HP1-BP74 Hs.142442 H79795 
IMAGE:111571	T84669	50809	G2	HP1-BP74 HP1-BP74 Hs.142442		G2 HP1-BP74 HP1-BP74 Hs.142442 T84669 
IMAGE:50615	H17513	3305	G2/M	HSPA1L heat shock 70kD protein-like 1 Hs.80288		G2/M HSPA1L heat shock 70kD protein-like 1 Hs.80288 H17513 
IMAGE:951287	AA620511	3312	M/G1	HSPA8 heat shock 70kD protein 8 Hs.180414		M/G1 HSPA8 heat shock 70kD protein 8 Hs.180414 AA620511 
IMAGE:209383	H64096	3312	M/G1	HSPA8 heat shock 70kD protein 8 Hs.180414		M/G1 HSPA8 heat shock 70kD protein 8 Hs.180414 H64096 
IMAGE:884719	AA629567	3312	G2/M	HSPA8 heat shock 70kD protein 8 Hs.180414		G2/M HSPA8 heat shock 70kD protein 8 Hs.180414 AA629567 
IMAGE:33874	R23666	51503	M/G1	HSPC148 hypothetical protein Hs.42743		M/G1 HSPC148 hypothetical protein Hs.42743 R23666 
IMAGE:796469	AA460432	29089	S phase	HSPC150 HSPC150 protein similar to ubiquitin-conjugating enzyme Hs.5199		S phase HSPC150 HSPC150 protein similar to ubiquitin-conjugating enzyme Hs.5199 AA460432 
IMAGE:1594172	AI791736	29089	S phase	HSPC150 HSPC150 protein similar to ubiquitin-conjugating enzyme Hs.5199		S phase HSPC150 HSPC150 protein similar to ubiquitin-conjugating enzyme Hs.5199 AI791736 
IMAGE:264162	N20480	29092	S phase	HSPC157 HSPC157 protein Hs.279842		S phase HSPC157 HSPC157 protein Hs.279842 N20480 
IMAGE:510272	AA053139	29097	M/G1	HSPC163 HSPC163 protein Hs.108854		M/G1 HSPC163 HSPC163 protein Hs.108854 AA053139 
IMAGE:261393	H98963	29097	M/G1	HSPC163 HSPC163 protein Hs.108854		M/G1 HSPC163 HSPC163 protein Hs.108854 H98963 
IMAGE:144902	R78498	51524	M/G1	HSPC196 hypothetical protein Hs.239938		M/G1 HSPC196 hypothetical protein Hs.239938 R78498 
IMAGE:210982	H66023	51524	G2/M	HSPC196 hypothetical protein Hs.239938		G2/M HSPC196 hypothetical protein Hs.239938 H66023 
IMAGE:263342	H99997	51526	S phase	HSPC207 hypothetical protein Hs.75798		S phase HSPC207 hypothetical protein Hs.75798 H99997 
IMAGE:115443	T87442	51530	G2/M	HSPC216 hypothetical protein Hs.13525		G2/M HSPC216 hypothetical protein Hs.13525 T87442 
IMAGE:308026	AI734268	51534	G2	HSPC228 hypothetical protein Hs.267288		G2 HSPC228 hypothetical protein Hs.267288 AI734268 
IMAGE:278483	N98655	55556	S phase	HSRTSBETA rTS beta protein Hs.180433		S phase HSRTSBETA rTS beta protein Hs.180433 N98655 
IMAGE:815059	AA465172	29896	G1/S	HSU53209 transformer-2 alpha (htra-2 alpha) Hs.24937		G1/S HSU53209 transformer-2 alpha (htra-2 alpha) Hs.24937 AA465172 
IMAGE:594172	AA169496	84571	S phase	HT023 hypothetical protein HT023 Hs.237225		S phase HT023 hypothetical protein HT023 Hs.237225 AA169496 
IMAGE:50288	H17888	27037	G2	HTF9C HpaII tiny fragments locus 9C Hs.63609		G2 HTF9C HpaII tiny fragments locus 9C Hs.63609 H17888 
IMAGE:200302	R96881	27037	G1/S	HTF9C HpaII tiny fragments locus 9C Hs.63609		G1/S HTF9C HpaII tiny fragments locus 9C Hs.63609 R96881 
IMAGE:32309	R42713	91734	G2/M	IDI2 diphosphate dimethylallyl diphosphate isomerase 2 Hs.9270		G2/M IDI2 diphosphate dimethylallyl diphosphate isomerase 2 Hs.9270 R42713 
IMAGE:278658	W01389	25836	G2	IDN3 IDN3 protein Hs.225767		G2 IDN3 IDN3 protein Hs.225767 W01389 
IMAGE:588840	AA209430		S phase	IFIT1 **interferon-induced protein with tetratricopeptide repeats 1 Hs.20315		S phase IFIT1 **interferon-induced protein with tetratricopeptide repeats 1 Hs.20315 AA209430 
IMAGE:544502	AA075011	3434	M/G1	IFIT1 interferon-induced protein with tetratricopeptide repeats 1 Hs.20315		M/G1 IFIT1 interferon-induced protein with tetratricopeptide repeats 1 Hs.20315 AA075011 
IMAGE:823696	AA489640	3434	M/G1	IFIT1 interferon-induced protein with tetratricopeptide repeats 1 Hs.20315		M/G1 IFIT1 interferon-induced protein with tetratricopeptide repeats 1 Hs.20315 AA489640 
IMAGE:839048	AA487505	23705	G2/M	"IGSF4 immunoglobulin superfamily, member 4 Hs.70337"		"G2/M IGSF4 immunoglobulin superfamily, member 4 Hs.70337 AA487505 "
IMAGE:242952	H95712	3608	M/G1	"ILF2 interleukin enhancer binding factor 2, 45kD Hs.75117"		"M/G1 ILF2 interleukin enhancer binding factor 2, 45kD Hs.75117 H95712 "
IMAGE:428338	AA005153	10207	G2/M	INADL PDZ domain protein (Drosophila inaD-like) Hs.321197		G2/M INADL PDZ domain protein (Drosophila inaD-like) Hs.321197 AA005153 
IMAGE:753198	AA406456	83879	G1/S	JPO1 c-Myc target JPO1 Hs.333893		G1/S JPO1 c-Myc target JPO1 Hs.333893 AA406456 
IMAGE:244058	N38809	83879	G1/S	JPO1 c-Myc target JPO1 Hs.333893		G1/S JPO1 c-Myc target JPO1 Hs.333893 N38809 
IMAGE:686172	AA262212	9787	G2/M	KIAA0008 KIAA0008 gene product Hs.77695		G2/M KIAA0008 KIAA0008 gene product Hs.77695 AA262212 
IMAGE:357373	W93717	9787	G2/M	KIAA0008 KIAA0008 gene product Hs.77695		G2/M KIAA0008 KIAA0008 gene product Hs.77695 W93717 
IMAGE:278243	N63575	9824	G2	KIAA0013 KIAA0013 gene product Hs.172652		G2 KIAA0013 KIAA0013 gene product Hs.172652 N63575 
IMAGE:882497	AA676604	9643	M/G1	KIAA0026 MORF-related gene X Hs.173714		M/G1 KIAA0026 MORF-related gene X Hs.173714 AA676604 
IMAGE:739983	AA477501	9928	G2/M	KIAA0042 KIAA0042 gene product Hs.3104		G2/M KIAA0042 KIAA0042 gene product Hs.3104 AA477501 
IMAGE:770066	AA430546	23310	G2	KIAA0056 KIAA0056 protein Hs.13421		G2 KIAA0056 KIAA0056 protein Hs.13421 AA430546 
IMAGE:244767	N54344	23397	G2	KIAA0074 KIAA0074 protein Hs.1192		G2 KIAA0074 KIAA0074 protein Hs.1192 N54344 
IMAGE:898032	AA598942	9793	G2/M	KIAA0097 KIAA0097 gene product Hs.76989		G2/M KIAA0097 KIAA0097 gene product Hs.76989 AA598942 
IMAGE:342640	W68219	9768	S phase	KIAA0101 KIAA0101 gene product Hs.81892		S phase KIAA0101 KIAA0101 gene product Hs.81892 W68219 
IMAGE:770837	AA434305	23178	G1/S	KIAA0135 KIAA0135 protein Hs.79337		G1/S KIAA0135 KIAA0135 protein Hs.79337 AA434305 
IMAGE:587010	AA133685	9646	M/G1	KIAA0155 KIAA0155 gene product Hs.173288		M/G1 KIAA0155 KIAA0155 gene product Hs.173288 AA133685 
IMAGE:173309	H21107	9774	G2	KIAA0164 KIAA0164 gene product Hs.80338		G2 KIAA0164 KIAA0164 gene product Hs.80338 H21107 
IMAGE:1416055	AA948058	9700	G2	"KIAA0165 extra spindle poles, S. cerevisiae, homolog of Hs.153479"		"G2 KIAA0165 extra spindle poles, S. cerevisiae, homolog of Hs.153479 AA948058 "
IMAGE:212704	H68789	9656	G2/M	KIAA0170 KIAA0170 gene product Hs.277585		G2/M KIAA0170 KIAA0170 gene product Hs.277585 H68789 
IMAGE:1517595	AA903137	9833	G2	KIAA0175 likely ortholog of maternal embryonic leucine zipper kinase Hs.184339		G2 KIAA0175 likely ortholog of maternal embryonic leucine zipper kinase Hs.184339 AA903137 
IMAGE:34616	R44371	23510	G2/M	KIAA0176 KIAA0176 protein Hs.4935		G2/M KIAA0176 KIAA0176 protein Hs.4935 R44371 
IMAGE:1655729	AI023801	23199	M/G1	KIAA0182 KIAA0182 protein Hs.75909		M/G1 KIAA0182 KIAA0182 protein Hs.75909 AI023801 
IMAGE:43977	H05099	23199	G2/M	KIAA0182 KIAA0182 protein Hs.75909		G2/M KIAA0182 KIAA0182 protein Hs.75909 H05099 
IMAGE:565758	AA135971	23279	S phase	KIAA0197 KIAA0197 protein Hs.22559		S phase KIAA0197 KIAA0197 protein Hs.22559 AA135971 
IMAGE:809779	AA454740	23338	G2/M	KIAA0239 KIAA0239 protein Hs.9729		G2/M KIAA0239 KIAA0239 protein Hs.9729 AA454740 
IMAGE:811067	AA485621	23152	M/G1	KIAA0306 KIAA0306 protein Hs.306117		M/G1 KIAA0306 KIAA0306 protein Hs.306117 AA485621 
IMAGE:49162	H16635	23152	G2	KIAA0306 KIAA0306 protein Hs.306117		G2 KIAA0306 KIAA0306 protein Hs.306117 H16635 
IMAGE:29030	R40377	23152	G1/S	KIAA0306 KIAA0306 protein Hs.306117		G1/S KIAA0306 KIAA0306 protein Hs.306117 R40377 
IMAGE:241113	H91438		G2	KIAA0480 **KIAA0480 gene product Hs.92200		G2 KIAA0480 **KIAA0480 gene product Hs.92200 H91438 
IMAGE:1506140	AA905278	9786	M/G1	KIAA0586 KIAA0586 gene product Hs.77724		M/G1 KIAA0586 KIAA0586 gene product Hs.77724 AA905278 
IMAGE:239958	H82035	9883	G2/M	KIAA0618 KIAA0618 gene product Hs.295112		G2/M KIAA0618 KIAA0618 gene product Hs.295112 H82035 
IMAGE:810008	AA455209	9666	G2/M	KIAA0675 KIAA0675 gene product Hs.165662		G2/M KIAA0675 KIAA0675 gene product Hs.165662 AA455209 
IMAGE:366522	AA026752	9682	G2	KIAA0677 KIAA0677 gene product Hs.155983		G2 KIAA0677 KIAA0677 gene product Hs.155983 AA026752 
IMAGE:340742	W55875	23255	G2	KIAA0802 KIAA0802 protein Hs.27657		G2 KIAA0802 KIAA0802 protein Hs.27657 W55875 
IMAGE:32820	R43640	23354	S phase	KIAA0841 KIAA0841 protein Hs.7426		S phase KIAA0841 KIAA0841 protein Hs.7426 R43640 
IMAGE:489798	AA099819	23015	S phase	KIAA0855 golgin-67 Hs.182982		S phase KIAA0855 golgin-67 Hs.182982 AA099819 
IMAGE:712166	AA280248	23015	S phase	KIAA0855 golgin-67 Hs.182982		S phase KIAA0855 golgin-67 Hs.182982 AA280248 
IMAGE:815550	AA456818	23015	S phase	KIAA0855 golgin-67 Hs.182982		S phase KIAA0855 golgin-67 Hs.182982 AA456818 
1276380	AA694481	23015	S phase	KIAA0855 golgin-67 Hs.182982		S phase KIAA0855 golgin-67 Hs.182982 AA694481 
IMAGE:378032	AA775625	23015	S phase	KIAA0855 golgin-67 Hs.182982		S phase KIAA0855 golgin-67 Hs.182982 AA775625 
IMAGE:2238788	AI636699	23015	S phase	KIAA0855 golgin-67 Hs.182982		S phase KIAA0855 golgin-67 Hs.182982 AI636699 
IMAGE:49356	H15101	23015	S phase	KIAA0855 golgin-67 Hs.182982		S phase KIAA0855 golgin-67 Hs.182982 H15101 
IMAGE:26171	R12847	23312	S phase	KIAA0856 KIAA0856 protein Hs.13264		S phase KIAA0856 KIAA0856 protein Hs.13264 R12847 
IMAGE:950450	AA599094	22836	S phase	KIAA0878 KIAA0878 protein Hs.10432		S phase KIAA0878 KIAA0878 protein Hs.10432 AA599094 
IMAGE:195960	R92643	23077	S phase	KIAA0916 KIAA0916 protein Hs.151411		S phase KIAA0916 KIAA0916 protein Hs.151411 R92643 
IMAGE:811918	AA454989	22903	M/G1	KIAA0952 KIAA0952 protein Hs.7935		M/G1 KIAA0952 KIAA0952 protein Hs.7935 AA454989 
IMAGE:840471	AA485878	23393	G2/M	KIAA0978 KIAA0978 protein Hs.3686		G2/M KIAA0978 KIAA0978 protein Hs.3686 AA485878 
IMAGE:284583	N64780	23393	G2/M	KIAA0978 KIAA0978 protein Hs.3686		G2/M KIAA0978 KIAA0978 protein Hs.3686 N64780 
IMAGE:1474690	AA857017	23393	G2	KIAA0978 KIAA0978 protein Hs.3686		G2 KIAA0978 KIAA0978 protein Hs.3686 AA857017 
IMAGE:1455600	AA863115	22894	G1/S	KIAA1008 KIAA1008 protein Hs.323346		G1/S KIAA1008 KIAA1008 protein Hs.323346 AA863115 
IMAGE:502496	AA156951	22909	G2	KIAA1018 KIAA1018 protein Hs.5400		G2 KIAA1018 KIAA1018 protein Hs.5400 AA156951 
IMAGE:754311	AA479402	57181	M/G1	KIAA1265 KIAA1265 protein Hs.74313		M/G1 KIAA1265 KIAA1265 protein Hs.74313 AA479402 
IMAGE:321886	W37627	54532	G1/S	KIAA1350 KIAA1350 protein Hs.101799		G1/S KIAA1350 KIAA1350 protein Hs.101799 W37627 
IMAGE:133454	R27457	54407	S phase	KIAA1382 amino acid transporter 2 Hs.298275		S phase KIAA1382 amino acid transporter 2 Hs.298275 R27457 
IMAGE:345056	W72798	57169	M/G1	KIAA1404 KIAA1404 protein Hs.200317		M/G1 KIAA1404 KIAA1404 protein Hs.200317 W72798 
IMAGE:1851004	AI248987	57650	G2	KIAA1524 KIAA1524 protein Hs.151343		G2 KIAA1524 KIAA1524 protein Hs.151343 AI248987 
IMAGE:490971	AA136692	57668	M/G1	KIAA1547 KIAA1547 protein Hs.31305		M/G1 KIAA1547 KIAA1547 protein Hs.31305 AA136692 
IMAGE:321574	W32778	57668	G2/M	KIAA1547 KIAA1547 protein Hs.31305		G2/M KIAA1547 KIAA1547 protein Hs.31305 W32778 
IMAGE:1034483	AA779733	57691	G1/S	KIAA1586 KIAA1586 protein Hs.180663		G1/S KIAA1586 KIAA1586 protein Hs.180663 AA779733 
IMAGE:1574074	AA938639	57691	G1/S	KIAA1586 KIAA1586 protein Hs.180663		G1/S KIAA1586 KIAA1586 protein Hs.180663 AA938639 
IMAGE:50383	H17868	57698	S phase	KIAA1598 KIAA1598 protein Hs.23740		S phase KIAA1598 KIAA1598 protein Hs.23740 H17868 
IMAGE:203268	H54592	80817	G2	KIAA1712 KIAA1712 protein Hs.29798		G2 KIAA1712 KIAA1712 protein Hs.29798 H54592 
IMAGE:152617	R49810	80855	S phase	KIAA1716 KIAA1716 protein Hs.21446		S phase KIAA1716 KIAA1716 protein Hs.21446 R49810 
IMAGE:292933	N69491	3833	G2	KNSL2 kinesin-like 2 Hs.20830		G2 KNSL2 kinesin-like 2 Hs.20830 N69491 
IMAGE:129961	R19267	3833	G2	KNSL2 kinesin-like 2 Hs.20830		G2 KNSL2 kinesin-like 2 Hs.20830 R19267 
IMAGE:489489	AA099136	3930	G2/M	LBR lamin B receptor Hs.152931		G2/M LBR lamin B receptor Hs.152931 AA099136 
IMAGE:366763	AA029331	57189	G1/S	LCHN LCHN protein Hs.12461		G1/S LCHN LCHN protein Hs.12461 AA029331 
IMAGE:810217	AA464698	79162	G1/S	LENG8 leukocyte receptor cluster (LRC) member 8 Hs.306121		G1/S LENG8 leukocyte receptor cluster (LRC) member 8 Hs.306121 AA464698 
IMAGE:1591599	AA983462	4001	G2	LMNB1 lamin B1 Hs.89497		G2 LMNB1 lamin B1 Hs.89497 AA983462 
IMAGE:200307	R96804	114223	M/G1	LOC114223 hypothetical protein Hs.323562		M/G1 LOC114223 hypothetical protein Hs.323562 R96804 
IMAGE:843314	AA489556	51003	G1/S	LOC51003 CGI-125 protein Hs.27289		G1/S LOC51003 CGI-125 protein Hs.27289 AA489556 
IMAGE:431001	AA677920	51004	G2	LOC51004 CGI-10 protein Hs.12239		G2 LOC51004 CGI-10 protein Hs.12239 AA677920 
IMAGE:243477	N33610	51055	G1/S	LOC51055 unknown Hs.202694		G1/S LOC51055 unknown Hs.202694 N33610 
IMAGE:487087	AA045414	51141	S phase	LOC51141 insulin induced protein 2 Hs.7089		S phase LOC51141 insulin induced protein 2 Hs.7089 AA045414 
IMAGE:300276	N79745	51170	M/G1	LOC51170 retinal short-chain dehydrogenase/reductase retSDR2 Hs.12150		M/G1 LOC51170 retinal short-chain dehydrogenase/reductase retSDR2 Hs.12150 N79745 
IMAGE:321693	W33133	51174	G2	LOC51174 delta-tubulin Hs.270847		G2 LOC51174 delta-tubulin Hs.270847 W33133 
IMAGE:813604	AA447679		G1/S	LOC51218 **clone FLB4739 Hs.294083		G1/S LOC51218 **clone FLB4739 Hs.294083 AA447679 
IMAGE:1605155	AA988037	51240	G1/S	LOC51240 hypothetical protein Hs.7870		G1/S LOC51240 hypothetical protein Hs.7870 AA988037 
IMAGE:141361	R63841	51334	M/G1	LOC51334 mesenchymal stem cell protein DSC54 Hs.157461		M/G1 LOC51334 mesenchymal stem cell protein DSC54 Hs.157461 R63841 
IMAGE:491486	AA150301		M/G1	LOC51578 **adrenal gland protein AD-004 Hs.279586		M/G1 LOC51578 **adrenal gland protein AD-004 Hs.279586 AA150301 
